Date,Jur_Buy_20d,NonJur_Buy_20d,Jur_Sell_20d,NonJur_Sell_20d,Buy_Spread_20d,Sell_Spread_20d,Jur_Buy_130d,NonJur_Buy_130d,Jur_Sell_130d,NonJur_Sell_130d,Buy_Spread_130d,Sell_Spread_130d,Jur_Buy_255d,NonJur_Buy_255d,Jur_Sell_255d,NonJur_Sell_255d,Buy_Spread_255d,Sell_Spread_255d
2016-08-30,-0.0004623556285244033,-0.0014360224529176443,0.00039224804052534983,-0.010962868543581318,0.0009736668243932409,-0.011355116584106668,0.00012504341284809596,-0.0010602722587385492,-0.0015055387266834411,-0.0027494681509330765,0.0011853156715866452,-0.0012439294242496354,-0.001380761649334482,-0.0009936657098993675,-0.0031121380392473376,-0.0015065671283278003,-0.0003870959394351144,0.0016055709109195372
2016-08-31,-0.0015340783385848604,-0.0021944670186165695,0.00015987822067075667,-0.0007476733569604037,0.0006603886800317091,-0.0009075515776311604,-0.0015193075238467471,-0.0028177164305267658,-0.0030142850611981336,-0.004756934141527032,0.0012984089066800186,-0.0017426490803288987,-0.003043480688746187,-0.0027162502793653363,-0.005234594850352984,-0.0038368777539438017,-0.0003272304093808508,0.001397717096409182
2016-09-01,0.0004077084355179958,0.0011286267959719294,0.00571856608725502,-0.0031141226521785824,-0.0007209183604539336,-0.008832688739433603,0.001487462437414806,0.0013218016233051998,0.0009283093688976276,0.0012830493193703094,0.0001656608141096061,0.00035473995047268175,9.323695887502862e-06,0.00106857885926913,-0.0004933299372672333,0.0007669784410120125,-0.001059255163381627,0.0012603083782792457
2016-09-02,0.0021156209345247865,0.0065155136806993525,-0.00243827941417712,0.0014575425008913098,-0.004399892746174566,0.0038958219150684297,0.0034593875019927924,0.00616194768155351,0.0034691280792826084,0.005842845296906113,-0.0027025601795607175,0.0023737172176235043,0.0032821739292460874,0.005606481886789493,0.0041466225049046216,0.00549721431351981,-0.002324307957543406,0.0013505918086151886
2016-09-06,0.004013385038969134,0.0045217615986132805,-0.0030088742010397004,0.004228444120542002,-0.0005083765596441466,0.007237318321581703,0.0007428630427710522,0.0022386343929671395,0.0004987062500209628,0.00919406018163057,-0.0014957713501960873,0.008695353931609608,0.0015759364378594679,0.0013238839068917686,0.002652628897065716,0.004176627150081043,0.0002520525309676993,0.0015239982530153265
2016-09-07,-5.1152255777937676e-05,-0.0018988040293632152,0.007553138463923573,-0.0035946877011961316,0.0018476517735852775,-0.011147826165119706,0.002817416452020495,0.0008435554983308526,0.002903513398089805,-0.0011607270532842673,0.0019738609536896425,-0.004064240451374072,0.0031708481273031545,2.373835467293036e-06,0.004402507327285761,-0.00011373902356879361,0.0031684742918358616,-0.004516246350854554
2016-09-08,-0.005606876997383959,-0.0021662132840894505,-0.002656722542866906,-0.0005442244936114973,-0.003440663713294508,0.0021124980492554088,-0.003798968756923344,-0.0020845175479951216,-0.0021149111265005836,-0.0012136975191547963,-0.0017144512089282225,0.0009012136073457873,-0.004130564284219911,-0.0021642687814153413,-0.0037415932930360577,-0.0015598325685008392,-0.00196629550280457,0.0021817607245352187
2016-09-09,-0.029057123970934295,-0.02253790688556696,-0.024383193337155072,-0.023599623963916544,-0.0065192170853673355,0.0007835693732385282,-0.027776455318043878,-0.021223706924471297,-0.026445749046646243,-0.02396832261684144,-0.006552748393572581,0.002477426429804804,-0.02622661030811852,-0.022320935702273014,-0.026488392251321193,-0.02337552354568047,-0.003905674605845507,0.003112868705640724
2016-09-12,0.014083052011249077,0.012226352967873312,0.016880696427877123,0.012607444507651088,0.0018566990433757646,-0.004273251920226035,0.015325088431015687,0.012526954663144583,0.014681839729386728,0.011747392033745963,0.0027981337678711048,-0.0029344476956407652,0.013214574028787035,0.012885962866330975,0.012517668320998671,0.012650846433492813,0.00032861116245606024,0.0001331781124941419
2016-09-13,-0.013744927259605829,-0.010403911893535067,-0.015448591728262665,-0.014840329850671151,-0.0033410153660707615,0.0006082618775915139,-0.015657541302102347,-0.01400714624529887,-0.014681751886034941,-0.016137253695923216,-0.0016503950568034775,-0.0014555018098882742,-0.016124227380581134,-0.014657737203708724,-0.01695557957270124,-0.01696043188386286,-0.00146649017687241,-4.8523111616204095e-06
2016-09-14,-0.0007768293314461099,-0.0007149596235920457,-0.00022797772108924488,-0.0047009857199803076,-6.18697078540642e-05,-0.004473007998891063,-0.0009969115607932609,-0.001576705946406695,-0.0027432547154589188,-0.004650347101413692,0.0005797943856134342,-0.001907092385954773,-0.0019225783181030997,-0.0013807067749388388,-0.002923085164427546,-0.00316793628391018,-0.0005418715431642609,-0.0002448511194826342
2016-09-15,0.009846343980541725,0.012839481177728831,0.009771709731665227,0.011485022893905052,-0.002993137197187107,0.001713313162239825,0.010320458040546394,0.010098414061443982,0.00921000857140805,0.010891614530308198,0.0002220439791024119,0.0016816059589001477,0.008852864305804875,0.009622677708434018,0.00875093392960986,0.00979580846639475,-0.000769813402629143,0.0010448745367848903
2016-09-16,-0.0020617251952989575,-0.0018650327068306318,-0.007890223197727446,-0.0008712997198607514,-0.00019669248846832573,0.007018923477866694,-0.005855861943960201,-0.006199348898195111,-0.005237751110393226,-0.004817751186233781,0.00034348695423490946,0.00041999992415944504,-0.006397882795000125,-0.005615508915666461,-0.0041506645747687474,-0.005265274956081515,-0.0007823738793336643,-0.0011146103813127672
2016-09-19,-0.0013278663230385024,-0.0004936416821868596,0.0008030699146871433,0.00012712878963417335,-0.0008342246408516429,-0.0006759411250529699,0.0005776846466786465,1.4592090624621787e-05,0.001761158575669376,0.00024576449003625467,0.0005630925560540247,-0.0015153940856331212,0.002223481905133395,0.001109160156068833,0.0023175837848998485,0.0011517968776374819,0.001114321749064562,-0.0011657869072623666
2016-09-20,0.0021921135906297954,0.000738123249287473,0.00838473052956237,-0.00120600780212719,0.0014539903413423225,-0.00959073833168956,0.0030310808592860683,-0.00016847452478863835,0.004949041450744996,-0.00017638136682570412,0.0031995553840747067,-0.0051254228175707005,0.0026016417242097595,0.0012093211661096147,0.0005433020323356459,-5.1429912816712664e-05,0.0013923205581001447,-0.0005947319451523586
2016-09-21,0.014413370157207193,0.013663119645713645,0.008543176496089717,0.013694858117586937,0.0007502505114935481,0.00515168162149722,0.01385652688501976,0.011674675104575852,0.011012991468060998,0.014224987507446489,0.0021818517804439077,0.0032119960393854913,0.01642925168656333,0.011633243316665326,0.015136898720590573,0.013265916876994296,0.004796008369898004,-0.001870981843596277
2016-09-22,0.009334753590487448,0.007294358040103539,0.00820341772451437,0.006455392495734491,0.002040395550383909,-0.001748025228779879,0.0061901258905053295,0.005944693498226789,0.007803395809452987,0.00800049237860728,0.00024543239227854067,0.0001970965691542939,0.005839619404141568,0.0072791282433337995,0.006132452192931717,0.007648297275933357,-0.0014395088391922313,0.0015158450830016403
2016-09-23,-0.005783240823253535,-0.006058642841187097,-0.004290590970944857,-0.007724527235939255,0.00027540201793356187,-0.0034339362649943982,-0.0057917226715682455,-0.003938679344926605,-0.004232806242399484,-0.007923458332832825,-0.0018530433266416403,-0.0036906520904333414,-0.0047352246141977436,-0.005795810199169683,-0.005430718874177195,-0.007367970451066161,0.0010605855849719391,-0.0019372515768889655
2016-09-26,-0.0087832921575165,-0.007032569193966009,-0.008275424242211933,-0.007638548825032737,-0.0017507229635504908,0.000636875417179196,-0.006323927717985721,-0.009049624602060158,-0.00775274800218204,-0.007491211542326575,0.0027256968840744366,0.00026153645985546505,-0.006672532099203467,-0.009400471745310958,-0.0062775599261608046,-0.007610350142083447,0.002727939646107491,-0.0013327902159226421
2016-09-27,0.005729552106780223,0.006569100402367326,0.0029114023006309134,0.006531156930824535,-0.0008395482955871024,0.003619754630193622,0.007595464746128907,0.006772729134724147,0.007321835513245745,0.005243056076828091,0.0008227356114047599,-0.002078779436417654,0.008303002383327412,0.00631933477679209,0.009058448415715998,0.005476579246780751,0.0019836676065353217,-0.0035818691689352474
2016-09-28,0.00826067881546296,0.008897637340057636,0.0023083715590496664,0.008573069920906338,-0.0006369585245946767,0.006264698361856672,-0.00045729224778138817,0.004298579340300072,-0.0001401983887353608,0.011505228874101275,-0.00475587158808146,0.011645427262836636,-0.00025048267229560775,0.0054685348460433904,0.0032165745516166645,0.010006336373326747,-0.005719017518338998,0.006789761821710083
2016-09-29,-0.011568584540459318,-0.007798751115047333,-0.011885101639679284,-0.007118903926107998,-0.0037698334254119845,0.004766197713571286,-0.010171856512248242,-0.009585707395224997,-0.007740315908506486,-0.007832517696465044,-0.0005861491170232446,-9.220178795855787e-05,-0.006142176598348857,-0.00948503864558437,-0.006267956393494347,-0.008657605637946422,0.0033428620472355135,-0.0023896492444520747
2016-09-30,0.006757946226699947,0.009082993007945024,0.006907946983401729,-0.009336063081730775,-0.002325046781245077,-0.016244010065132503,0.008242586635773347,0.011604697112796021,0.009093295080510473,-0.0007247538991862362,-0.0033621104770226746,-0.009818048979696709,0.009539014360520091,0.010778174424020784,0.010143714107637284,0.006057036129943328,-0.0012391600635006921,-0.0040866779776939565
2016-10-03,-0.003558744609501318,-0.006077489318382693,-0.0019796879902595145,0.005181947413567035,0.002518744708881375,0.00716163540382655,-0.0037338004072847535,-0.0028915834305710177,-0.004408901633045833,0.0015626131162916734,-0.0008422169767137357,0.005971514749337507,-0.0031038745241035604,-0.002792004942045992,-0.002649223723354281,-0.000477683928815239,-0.0003118695820575686,0.002171539794539042
2016-10-04,-0.009223272629285423,-0.008504179741375182,-0.006186235318130454,-0.005362998753306383,-0.0007190928879102412,0.000823236564824071,-0.005729754887560431,-0.004808595815271615,-0.004489229380477991,-0.0050115097526653345,-0.0009211590722888159,-0.0005222803721873434,-0.005954996710257033,-0.003960060997681862,-0.006114519988522761,-0.005651368272648932,-0.0019949357125751705,0.00046315171587382915
2016-10-05,0.003966589483885035,0.006090255290476935,0.0024455523867722415,0.006584490367436662,-0.0021236658065919003,0.00413893798066442,0.004854615900173106,0.0035555945797174533,0.0035539387448977867,0.007241402042073239,0.0012990213204556525,0.0036874632971754524,0.005267538875677007,0.004736071311384469,0.004703743143201083,0.0061758289346694455,0.0005314675642925379,0.0014720857914683628
2016-10-06,-0.0007906962028140737,0.0004779621585654331,-0.001825066482071911,0.0005679376833982197,-0.0012686583613795068,0.0023930041654701304,-0.0012948723081375173,0.00023331100773001405,-0.0015972519959893778,0.00015352754433832773,-0.0015281833158675314,0.0017507795403277056,-0.002835780802245416,-4.603693189715577e-05,-0.0021117601811150776,-0.0006346179892355309,-0.00278974387034826,0.0014771421918795468
2016-10-07,-0.0025323901116997465,-0.004769006002937755,-0.0036387637862313827,-0.0071700998710456125,0.0022366158912380087,-0.00353133608481423,-0.0034689454901989866,-0.0031639649194372425,-0.0038696459062394018,-0.004789371257349104,-0.0003049805707617441,-0.0009197253511097027,-0.0034132790160684777,-0.0037807041609332335,-0.0027054803375721084,-0.005103433951694945,0.0003674251448647558,-0.0023979536141228368
2016-10-10,0.0071109684247229205,0.009459002968009467,0.006236525759772518,0.007014294906540668,-0.0023480345432865465,0.0007777691467681499,0.005260331220801102,0.004666089105544903,0.00393578272234419,0.0008177698216557971,0.0005942421152561996,-0.003118012900688393,0.005392887679982069,0.004316223760342382,0.004769818067083199,0.002880828363203451,0.0010766639196396867,-0.0018889897038797477
2016-10-11,-0.012898236064724504,-0.010330244907272464,-0.01771321188970337,-0.011294055856900522,-0.0025679911574520396,0.006419156032802848,-0.014456791298906755,-0.012824223713076871,-0.014448095337665393,-0.012948841537303876,-0.0016325675858298843,0.0014992538003615174,-0.015372647198848278,-0.012303279367740807,-0.01654452519199775,-0.012516658828659155,-0.003069367831107471,0.004027866363338593
2016-10-12,-0.005728903124022444,-0.0005248541998616816,-0.001973554577565146,-0.0004099603202820882,-0.005204048924160762,0.0015635942572830579,0.0009497282321647751,0.00067721224390861,-0.0005120254910965983,0.00010317662053161636,0.00027251598825616514,0.0006152021116282147,0.0015622492219141805,0.0009591837842333472,0.00025215059089112165,0.000898664447413318,0.0006030654376808334,0.0006465138565221963
2016-10-13,-0.007950339926822762,-0.0012927876134815987,-0.0007151606059975232,-0.00038132616257641135,-0.006657552313341163,0.0003338344434211118,-0.0018277901415654026,-0.0026346879882417767,-0.0033819725290725137,-0.002084542614708279,0.0008068978466763742,0.0012974299143642346,-0.0027557586813551577,-0.003689187383861349,-0.0042533788866262546,-0.002525528399087483,0.0009334287025061913,0.0017278504875387715
2016-10-14,0.0015624408115414122,-0.0026069083751583478,0.0009950019158039736,-0.007825782956435604,0.00416934918669976,-0.008820784872239577,0.001466193464577209,-0.001072973583711489,0.0014700996257468355,-0.002232655419521471,0.002539167048288698,-0.0037027550452683067,0.0004929550677466584,-0.0002415991906823419,-8.418847118439898e-05,-0.0011728434475428116,0.0007345542584290003,-0.0010886549763584126
2016-10-17,-0.01329894518337531,0.0020874055194714026,-0.004374298607941032,-0.005639869742494336,-0.015386350702846711,-0.0012655711345533035,-0.003569172028467912,-0.002516511167299028,-0.002955487370399098,-0.003827044783484379,-0.001052660861168884,-0.0008715574130852811,-0.0039821989278744484,-0.0033798423585080996,-0.003962638254478125,-0.003578924791596624,-0.0006023565693663488,0.0003837134628815013
2016-10-18,0.007883968597022619,0.010691673781067985,0.0056612964379849145,0.004502609143208374,-0.0028077051840453664,-0.0011586872947765402,0.004602808402120512,0.007060936657001592,0.0060216948573325975,0.006450558753164116,-0.00245812825488108,0.00042886389583151815,0.005506850242977845,0.007039611623603645,0.008726866637240073,0.0048109378355115605,-0.0015327613806257996,-0.0039159288017285125
2016-10-19,0.005858413386293275,-7.139185322205442e-05,0.002940994409928454,0.0062668747627623155,0.005929805239515329,0.0033258803528338613,0.0004799597353490755,0.0030175246633553287,0.0036046365967346986,0.0028672110248450693,-0.0025375649280062534,-0.0007374255718896293,0.0005759805372920104,0.0031598590663930123,0.004055714307458197,0.0035839005287779807,-0.002583878529101002,-0.0004718137786802164
2016-10-20,0.0024381970899923456,0.002465801453939627,0.0014781345435808534,-0.0012737691111060607,-2.760436394728125e-05,-0.002751903654686914,-0.0006903699993431216,-0.0011936962309946333,0.000736824096532432,-0.001552477852468142,0.0005033262316515117,-0.002289301949000574,0.000465857516820984,-0.0021054215287760886,0.0009557629300523552,-0.002303093810333201,0.0025712790455970727,-0.0032588567403855563
2016-10-21,0.0018325687556498696,-0.004774563881308172,-0.005390534281522998,-0.004691159414439397,0.006607132636958042,0.0006993748670836011,0.0005711231587125551,0.0013318796667994804,-0.0028206602364762353,-0.001660665505210362,-0.0007607565080869253,0.0011599947312658733,-0.0006745345366085454,0.0005570953140445297,-0.001727428329226748,-0.0011670161678547701,-0.001231629850653075,0.0005604121613719778
2016-10-24,-0.0012275190705060706,0.005367984109749637,0.00656407062384148,0.0023229780117881424,-0.006595503180255707,-0.004241092612053338,0.005221731175363975,0.0055316518970064755,0.00341455382096438,0.004331903464176388,-0.0003099207216425001,0.000917349643212008,0.0050882735081587945,0.00478385870841282,0.004555289072692058,0.0035395129578296735,0.00030441479974597455,-0.0010157761148623843
2016-10-25,-0.007767533216416693,-0.007565758276462542,-0.0011403596069188286,-0.00464461716349055,-0.00020177493995415102,-0.0035042575565717216,-0.003004336719321423,-0.006668909315893371,-0.005320896646649695,-0.0036904760909645604,0.003664572596571948,0.0016304205556851347,-0.0045485639037234245,-0.005597409176433288,-0.0067441542279550815,-0.004342204846855568,0.0010488452727098639,0.0024019493810995135
2016-10-26,0.002418830091189913,0.0008096656152634086,-0.0005987135385606308,-0.0018707368619829412,0.0016091644759265045,-0.0012720233234223104,-0.001781130282537397,-0.001709842240780282,-0.002444796333000639,-0.0024324345616053658,-7.128804175711499e-05,1.2361771395273408e-05,0.000833644198697002,-0.0016557993997358901,-0.002009469378252201,-0.0018729331946657868,0.0024894435984328923,0.00013653618358641434
2016-10-27,-0.003645233842696502,-0.008594885084723194,-0.007752079177076991,-0.0012500250241993874,0.0049496512420266914,0.006502054152877604,-0.0021399574446425893,-0.0058467708738605476,-0.005431035980607824,0.0012869993567776257,0.0037068134292179583,0.00671803533738545,-0.0007824937484276433,-0.004309773050861888,-0.004380424623588038,-0.0013901307666754723,0.0035272793024342447,0.002990293856912566
2016-10-28,-0.024207141799746684,-0.00491167651020445,0.0009741508403774444,-0.002039426801933877,-0.019295465289542235,-0.0030135776423113212,-0.0011255573317524913,-0.003939324775910689,-0.0003045437658561407,-0.0004846265349846551,0.002813767444158198,-0.00018008276912851438,-0.002807257195286449,-0.0031198833312244454,-0.0009023618375034042,-0.0010929758740557305,0.0003126261359379964,-0.00019061403655232635
2016-10-31,0.012441989133018238,-0.0031733407959295837,-0.001639684957616135,-0.0055375656524869615,0.015615329928947822,-0.0038978806948708265,0.0006376510920933639,-0.001801561481867133,0.0006416659101209054,-0.002106137309906528,0.002439212573960497,-0.0027478032200274334,0.00027060802847098044,-0.0011060397017127813,0.0007515699761231994,-0.0006408693278544568,0.0013766477301837617,-0.001392439303977656
2016-11-01,-0.008500706856919251,-0.0027658760240262576,0.0003523901421352039,-0.006306262499312294,-0.005734830832892994,-0.006658652641447498,-0.0050679438760351395,-0.007670217340945237,-0.003062977361493602,-0.005231115778158764,0.002602273464910098,-0.0021681384166651616,-0.005687475852649803,-0.007167444656015589,-0.007388537529773837,-0.006318459367863815,0.0014799688033657861,0.0010700781619100222
2016-11-02,0.0002404597644626237,-0.01169513507484261,0.01300811418671031,-0.0020844132184406478,0.011935594839305234,-0.015092527405150958,0.006904492882717985,-0.004510649058433413,0.005131194464475251,-0.006305914681069272,0.011415141941151398,-0.011437109145544523,0.0009937975071069502,-0.004812925355995121,-0.0019023030601186689,-0.005334821113774445,0.005806722863102072,-0.003432518053655776
2016-11-03,-0.01641549940482913,-0.01705457988214283,-0.002339882378751146,-0.00018856574151105129,0.0006390804773137027,0.002151316637240095,-0.004488687327527292,-0.005948996691689691,-0.006765507015904858,-0.0014890812037978891,0.0014603093641623998,0.005276425812106969,-0.004288294030322833,-0.0038076520970273097,-0.0053186615662415004,-0.002329375332512514,-0.00048064193329552286,0.0029892862337289865
2016-11-04,0.0024941659118704025,0.008175083661200077,-0.001090758353222626,-0.002621678369254246,-0.0056809177493296744,-0.00153092001603162,-0.0016088689483039745,0.00013181767487630455,-0.0010857840849276541,-0.0016158038515605645,-0.001740686623180279,-0.0005300197666329104,-0.0019794987578575954,-0.0016689824175348626,-0.0008772540204307235,-0.0017654518829936844,-0.0003105163403227327,-0.0008881978625629609
2016-11-07,0.019000486814368563,0.028383207345258617,0.02237357769568928,0.019307059709122585,-0.009382720530890055,-0.003066517986566694,0.01957624804234282,0.022469378422476267,0.020692360587598425,0.023160114034591096,-0.0028931303801334463,0.0024677534469926717,0.019386290485069586,0.021495693257182223,0.024022520172359466,0.02227082255187469,-0.0021094027721126375,-0.0017516976204847746
2016-11-08,-0.02660229707786492,0.006380894932523362,0.004451451650662376,0.002050091830760881,-0.03298319201038828,-0.002401359819901495,0.0020496114527121254,0.004072272570662859,0.00654181720133124,0.003905231077282853,-0.0020226611179507336,-0.002636586124048387,0.0024111947177236177,0.004513919291629285,0.004770008288889688,0.003302196320314405,-0.002102724573905667,-0.0014678119685752832
2016-11-09,0.025713790323383428,0.03575649731337885,0.014643245899681868,0.013281891347661267,-0.010042706989995421,-0.0013613545520206015,0.010567789998970376,0.010011483971458278,0.008002854486952302,0.004923832926753758,0.000556306027512098,-0.0030790215601985433,0.012587776704641705,0.011303591719894262,0.011645796181401815,0.009038860750396952,0.0012841849847474423,-0.002606935431004863
2016-11-10,0.024893113471564525,0.010398265908480083,0.0026111842643421206,0.0012124022474968939,0.014494847563084442,-0.0013987820168452267,0.006443122379583014,-0.000748802341817434,0.002299257660484641,-0.00118283500968229,0.007191924721400449,-0.0034820926701669306,0.0018501418892968953,0.002271871091964131,0.004077233462294009,0.0021244063755611825,-0.0004217292026672359,-0.0019528270867328265
2016-11-11,-0.019541458390339383,-0.004288804905853899,-0.0037854773980320134,-0.008080346405973606,-0.015252653484485484,-0.0042948690079415925,-0.006939067479235811,0.0004519951080251026,-0.003946680439929669,-0.004514101927537899,-0.007391062587260914,-0.0005674214876082301,-0.005996556317750451,0.00039355311395592027,-1.9895138067767954e-05,-0.0027371142610634136,-0.006390109431706372,-0.0027172191229956457
2016-11-14,0.01724341944003291,0.00829818924639051,-0.0006194977139107982,0.007588349548789648,0.0089452301936424,0.008207847262700445,0.009458541681565121,0.004023810697854659,0.0015676231411117549,0.000314654750099943,0.0054347309837104625,-0.0012529683910118118,0.004267062243057285,0.0038143451083898303,0.0010974520454789711,0.0010838819523291297,0.0004527171346674543,-1.3570093149841431e-05
2016-11-15,-0.0026552855163300545,0.012521798515560774,0.004861445791337706,0.01916589134821902,-0.015177084031890827,0.014304445556881314,0.003981685400580832,0.008439767180891235,0.004333644441321643,0.013020094014432429,-0.004458081780310403,0.008686449573110787,0.004537086996888576,0.00656050112226834,0.004567130279253941,0.010205107272881505,-0.002023414125379764,0.005637976993627564
2016-11-16,-0.013305251316954946,-0.005054503965129207,0.00891481287475789,-0.0038962512558514523,-0.008250747351825738,-0.012811064130609343,-9.636982723610969e-05,-0.0004007426763734367,0.002008243636597164,0.0008743915039149482,0.000304372849137327,-0.001133852132682216,-0.0001998257155288292,-0.0016689349709796877,0.0012409277395856553,-0.00035149699122215635,0.0014691092554508585,-0.0015924247308078117
2016-11-17,0.005047460116752232,0.0029928936182809216,0.010616678814289241,-0.0034049016573296904,0.0020545664984713105,-0.014021580471618932,0.004584890727847722,0.005595552422579343,0.006180111522515038,0.0019070466140059087,-0.0010106616947316216,-0.004273064908509129,0.004720824312609876,0.005258705049088299,0.0044620891987254595,0.003383897329406582,-0.0005378807364784235,-0.0010781918693188773
2016-11-18,0.010696797754264431,-0.0002610031193865553,-0.004408108750031062,0.0011032831511428856,0.010957800873650987,0.005511391901173948,-0.0011859108909178762,-0.002546542435505866,-0.002988043976106427,-0.0007670354261980147,0.0013606315445879897,0.0022210085499084122,-0.002081751582716701,-0.002413581355135428,-0.00278533431579692,-0.001019560171282994,0.00033182977241872713,0.001765774144513926
2016-11-21,0.020267589731659746,0.010514875318212168,0.01907063188418308,0.01294951705475868,0.009752714413447577,-0.006121114829424399,0.010901364630304857,0.007794862648790847,0.00986986659577707,0.009645884948275472,0.00310650198151401,-0.0002239816475015973,0.008811436646711496,0.007618757230413107,0.00904070550573522,0.008869820814187019,0.0011926794162983884,-0.000170884691548202
2016-11-22,-0.02237273834143861,0.000979918652468951,-0.004460206159829647,-0.003952916511966597,-0.02335265699390756,0.0005072896478630507,-5.64258042264283e-05,0.0045441086119608586,-0.0011488245206679754,-0.002708911665904695,-0.004600534416187287,-0.0015600871452367197,-0.0009740949140530802,0.003428956204706411,0.0004012305084826018,-0.0004971415742530507,-0.004403051118759492,-0.0008983720827356525
2016-11-23,0.0011849164284235426,0.0007638746657257525,-0.002652199173434966,0.0025892016356512146,0.00042104176269779005,0.00524140080908618,0.0025796824200103336,0.0017457575231320463,-0.002314139348080899,-0.00041792049082588765,0.0008339248968782873,0.0018962188572550112,0.0007498292986267354,0.0014894319958002264,-0.001472937209467741,0.0012875653988286082,-0.000739602697173491,0.0027605026082963492
2016-11-25,0.0038554253642140604,0.00290831622649356,0.004545595045992134,-0.0013244555485123727,0.0009471091377205006,-0.005870050594504506,0.003279910829506105,0.0028000223728893523,0.0041745989709387355,0.0034009532464431666,0.0004798884566167526,-0.0007736457244955689,0.004306054956216357,0.0030092796095476967,0.003643663265171772,0.0032258457424312525,0.0012967753466686604,-0.0004178175227405193
2016-11-28,-0.004606525385175155,-0.007517967105836374,-0.016000172006416798,-0.0035418178816570196,0.002911441720661219,0.012458354124759779,-0.004972163453731566,-0.006719060583345039,-0.006616230893547929,-0.002925921655803382,0.0017468971296134726,0.0036903092377445473,-0.004262099044225754,-0.006119852381072816,-0.006331355848315963,-0.004357002441957286,0.0018577533368470617,0.0019743534063586766
2016-11-29,0.0009238874346351562,-0.0010403727539467858,-0.0028022607842893414,-0.0038698315076472005,0.001964260188581942,-0.0010675707233578592,0.002154035401137589,0.0036113420608312494,0.0011706270609996034,-0.002700174847887733,-0.0014573066596936602,-0.0038708019088873366,0.001765413038491966,0.002221589096504307,0.0011301450505146375,-0.001287534572076694,-0.000456176058012341,-0.0024176796225913316
2016-11-30,0.013967162333286947,0.005445898414687161,0.01581638643089019,0.02271040220890063,0.008521263918599786,0.006894015778010441,0.00023255876284284272,-0.0029708219761638024,-0.0003381883020585027,0.008481851950081692,0.003203380739006645,0.008820040252140195,-0.002412464803840291,-0.00099878678578561,0.0003943219948279842,0.005403340542828456,-0.0014136780180546808,0.005009018548000472
2016-12-01,0.0010083852674449383,-0.009826345048245597,-0.011678255690949692,-0.002430308255858797,0.010834730315690535,0.009247947435090895,-0.0055715421367496494,-0.010145775712382647,-0.007841457629111237,-0.005721192972505181,0.0045742335756329975,0.0021202646566060553,-0.009971405711230119,-0.00583584472610962,-0.0071423057398660806,-0.0036362544267929545,-0.004135560985120499,0.003506051313073126
2016-12-02,-0.003990091228583353,0.006693829534258552,0.004407738222839908,0.00011106872253670052,-0.010683920762841905,-0.004296669500303207,-0.0005442698629171619,-0.0010311973920664017,0.0017338203872536242,0.00018029299765543312,0.0004869275291492398,-0.001553527389598191,0.0010223225688645394,-0.0011750055783670496,-0.0001331182728164982,-0.00031768790098808566,0.002197328147231589,-0.00018456962817158746
2016-12-05,0.00943299567661838,0.008092704877384711,0.007570154440380827,0.0060853162724919425,0.0013402907992336698,-0.0014848381678888847,0.005820829008966923,0.009803599515085495,0.007314484959492592,0.007028765624120603,-0.003982770506118572,-0.0002857193353719891,0.007537199638669835,0.009308611433668823,0.006290606317348021,0.007762538617294308,-0.0017714117949989873,0.001471932299946287
2016-12-06,0.003985538779332831,0.0028409061375280534,0.005857391838722007,0.0009521711065125086,0.0011446326418047778,-0.004905220732209498,0.002206763570274983,0.0029096744456637343,0.0033094084184621536,0.002151908506454451,-0.0007029108753887512,-0.0011574999120077026,0.002714631212857941,0.004241919956573166,0.0035056382246059867,0.001900395843476494,-0.0015272887437152256,-0.0016052423811294928
2016-12-07,0.006858090552365922,0.007404148108856537,0.010337025426870535,0.007213744606109163,-0.0005460575564906148,-0.003123280820761372,0.012108698095883667,0.01127645331235858,0.012015321625042196,0.01149917389722164,0.0008322447835250862,-0.0005161477278205553,0.012375310992351837,0.012371989551799528,0.010027714645422693,0.011926945721392041,3.3214405523087492e-06,0.0018992310759693484
2016-12-08,-0.0015599824541215291,0.004017554736167185,-0.008674928545191125,0.0003603139722129595,-0.005577537190288714,0.009035242517404084,0.0010009679436597538,0.0030511796429256123,0.0003730714463360812,0.0007132511763033218,-0.0020502116992658585,0.0003401797299672406,0.0005424933980430204,0.003615080486783594,0.0017877787933708537,0.0018593804604261604,-0.003072587088740574,7.160166705530674e-05
2016-12-09,0.009881619477530445,0.0014218573145368559,0.012514094854266274,-0.0006921517279707129,0.00845976216299359,-0.013206246582236987,0.007303348118883666,0.00271801352784094,0.007970213156443582,0.0049026429312192385,0.004585334591042727,-0.003067570225224344,0.007768313908187435,0.00363878251456333,0.005906108043213035,0.004767036200667231,0.004129531393624104,-0.0011390718425458041
2016-12-12,0.006702732796890738,-0.0014113960683757288,-0.0009922680552349647,-0.002741190815513074,0.008114128865266466,-0.0017489227602781091,0.00045087776220501533,-0.0015896211397072595,-0.001466080463000974,-0.0026223396445963464,0.002040498901912275,-0.0011562591815953724,0.0008141921337127186,-0.00398185403160619,-0.0014194289105301213,-0.002569461732566267,0.004796046165318909,-0.0011500328220361458
